material or substance name,Validation,RDKit2D_MinEStateIndex,RDKit2D_qed,RDKit2D_SPS,RDKit2D_BalabanJ,RDKit2D_Chi0n,RDKit2D_Kappa1,RDKit2D_Kappa3,RDKit2D_VSA_EState3,RDKit2D_VSA_EState8,RDKit2D_NHOHCount,RDKit2D_NumHDonors,RDKit2D_Phi,RDKit2D_MolLogP,PubChemFP_fp_0,PubChemFP_fp_9,Mordred2D_nAtom,Mordred2D_ATS0se,Mordred2D_ATS2se,Mordred2D_ATS6se,Mordred2D_ATS0are,Mordred2D_ATS5p,Mordred2D_ATS6p,Mordred2D_ATS0i,Mordred2D_ATS2i,Mordred2D_ATS6i,Mordred2D_AATS0v,Mordred2D_ATSC1dv,Mordred2D_ATSC2dv,Mordred2D_ATSC0v,Mordred2D_ATSC1v,Mordred2D_ATSC1pe,Mordred2D_ATSC1are,Mordred2D_ATSC1p,Mordred2D_ATSC0i,Mordred2D_AATSC0i,Mordred2D_BCUTdv-1l,Mordred2D_BCUTse-1l,Mordred2D_BCUTare-1l,Mordred2D_BalabanJ,Mordred2D_SpMAD_DzZ,Mordred2D_SpAbs_Dzse,Mordred2D_SpMAD_Dzse,Mordred2D_SpMAD_Dzpe,Mordred2D_SpMAD_Dzare,Mordred2D_SpAbs_Dzi,Mordred2D_SpDiam_Dzi,Mordred2D_SpMAD_Dzi,Mordred2D_Sse,Mordred2D_Spe,Mordred2D_Sare,Mordred2D_Sp,Mordred2D_Si,Mordred2D_SsCH3,Mordred2D_ETA_dEpsilon_D,Mordred2D_fMF,Mordred2D_CIC0,Mordred2D_ZMIC1,Mordred2D_FilterItLogS,Mordred2D_VMcGowan,Mordred2D_AMID_h,Mordred2D_MID_C,Mordred2D_AMID_O,Mordred2D_apol,Mordred2D_bpol,Mordred2D_TopoPSA
2-ETHYL-m-XYLENE,0,1.1512962962962965,0.5537053444239534,9.9,3.1694511920127173,6.939157588755425,7.328459869848157,1.2058371566563812,0.0,6.548611111111111,0,0,2.1028898019938658,2.8658400000000013,14,0,24,169.463656,300.44635600000004,303.92755200000005,130.26,53.77152337667798,22.683306338809,3856.790689239486,6406.8315559575885,8194.113923845809,194.59755998026336,30.25000000000001,7.875000000000005,1313.2432450621322,-1.7214806971300042e-13,7.015607230955979e-16,-3.191891195797325e-16,-1.6134223459345837e-15,31.890324015952466,1.328763500664686,0.9878527979369393,2.4267776607645897,2.1807776607645906,2.450344493513558,3.7253923157437336,37.25392315743734,3.7253923157437336,3.7253923157437336,3.7253923157437336,37.25392315743734,25.239079535665145,3.7253923157437336,23.21485797523671,22.07843137254902,22.32,15.58988143712575,26.90702752146923,6.548611111111111,0.0,0.25,3.605093744070003,26.176995281587857,-3.4761923941215143,128.0,0.0,19.397142909863803,0.0,26.035101999999977,14.044897999999998,0.0
2-ETHYL-p-XYLENE,0,1.1463425925925923,0.5537053444239534,9.9,3.090683646458197,6.939157588755425,7.328459869848157,1.3813978449955595,0.0,6.498657407407408,0,0,2.1028898019938658,2.8658400000000013,14,0,24,169.463656,300.44635600000004,248.251392,130.26,47.76926737182899,26.70896705698,3856.790689239486,6406.831555957588,6148.3138038913785,194.59755998026336,29.25000000000001,4.875000000000008,1313.2432450621322,-1.7214806971300042e-13,7.015607230955979e-16,-3.191891195797325e-16,-1.6134223459345837e-15,31.890324015952466,1.328763500664686,0.9878488440406356,2.427656694793605,2.1816566947935985,2.375534771332528,3.82428249877905,38.2428249877905,3.82428249877905,3.82428249877905,3.82428249877905,38.2428249877905,26.423339660228425,3.82428249877905,23.21485797523671,22.07843137254902,22.32,15.58988143712575,26.90702752146923,6.498657407407408,0.0,0.25,3.605093744070003,26.176995281587857,-3.4761923941215143,128.0,0.0,19.397643379044418,0.0,26.035101999999977,14.044897999999998,0.0
4-ETHYL-m-XYLENE,0,1.1449537037037036,0.5537053444239534,9.9,3.0699827149988392,6.9391575887554255,7.328459869848157,1.3813978449955595,0.0,6.495972222222223,0,0,2.1028898019938658,2.8658400000000013,14,0,24,169.463656,300.44635600000004,245.88010000000003,130.26,46.762843086979984,23.701802910923004,3856.790689239486,6406.831555957588,6344.551342447923,194.59755998026336,29.250000000000018,4.875000000000007,1313.2432450621322,-1.7214806971300042e-13,7.015607230955979e-16,-3.191891195797325e-16,-1.6134223459345837e-15,31.890324015952466,1.328763500664686,0.987848862419263,2.4276619263006776,2.181661926300673,2.3555624654530263,3.8610686345364287,38.61068634536427,3.8610686345364287,3.8610686345364287,3.8610686345364287,38.61068634536427,27.38964142196216,3.8610686345364287,23.21485797523671,22.07843137254902,22.32,15.58988143712575,26.90702752146923,6.495972222222223,0.0,0.25,3.605093744070003,26.176995281587857,-3.4761923941215143,128.0,0.0,19.398013012170964,0.0,26.035101999999977,14.044897999999998,0.0
4-ETHYL-o-XYLENE,0,1.14,0.5537053444239534,9.9,3.04361805911428,6.9391575887554255,7.328459869848157,1.3813978449955595,0.0,6.493425925925926,0,0,2.1028898019938658,2.8658400000000013,14,0,24,169.463656,300.44635600000004,187.80893200000008,130.26,43.75567894092299,23.713875198188,3856.790689239486,6406.8315559575885,4489.521848361588,194.59755998026336,29.25000000000001,3.875000000000005,1313.2432450621322,-1.4372636028259641e-13,7.015607230955979e-16,-3.05311331771918e-16,-1.6134223459345837e-15,31.890324015952466,1.328763500664686,0.9878486924840636,2.427586422737689,2.1815864227376887,2.329991447274629,3.891569492729166,38.91569492729165,3.891569492729166,3.891569492729166,3.891569492729166,38.91569492729165,27.963941990543503,3.891569492729166,23.21485797523671,22.07843137254902,22.32,15.58988143712575,26.90702752146923,6.493425925925926,0.0,0.25,3.605093744070003,26.176995281587857,-3.4761923941215143,128.0,0.0,19.399029503268952,0.0,26.035101999999977,14.044897999999998,0.0
3-ETHYL-o-XYLENE,0,1.1463425925925923,0.5537053444239534,9.9,3.14303948130643,6.939157588755425,7.328459869848157,1.2058371566563812,0.0,6.546064814814815,0,0,2.1028898019938658,2.8658400000000013,14,0,24,169.463656,300.44635600000004,245.856384,130.26,50.76435923062098,22.695378626074003,3856.790689239486,6406.831555957588,6339.084429759472,194.59755998026336,30.25000000000001,6.875000000000005,1313.2432450621322,-1.7214806971300042e-13,7.015607230955979e-16,-3.191891195797325e-16,-1.6134223459345837e-15,31.890324015952466,1.328763500664686,0.9878525324101218,2.426702564384519,2.180702564384517,2.4244381278314537,3.757627844132726,37.57627844132726,3.757627844132726,3.757627844132726,3.757627844132726,37.57627844132726,26.102027040731063,3.757627844132726,23.21485797523671,22.07843137254902,22.32,15.58988143712575,26.90702752146923,6.546064814814815,0.0,0.25,3.605093744070003,26.176995281587857,-3.4761923941215143,128.0,0.0,19.39843662580669,0.0,26.035101999999977,14.044897999999998,0.0
"2,3-DIMETHYL-2,3-DIPHENYLBUTANE",0,0.0928703703703701,0.7100203596033481,12.444444444444445,2.466536212709305,11.773502691896262,12.885564346435489,2.076721715779444,0.0,9.314814814814817,0,0,3.296778124090281,4.942000000000005,22,0,40,283.535496,519.5202400000001,869.3466800000002,218.98,172.21330485033596,129.425766652752,6350.486754153479,10669.175321623788,20144.76624062376,207.67866522421,45.5625,1.5,2228.7613930483044,68.10104256536438,0.0370562500000006,0.0272250000000009,0.3044433461668216,54.12243561564504,1.353060890391126,0.9908228285233932,2.4319439942521703,2.185943994252169,2.0908054046956703,5.974944946479862,107.54900903663751,5.974944946479862,5.974944946479862,5.974944946479862,107.54900903663751,79.26758041536787,5.974944946479862,38.766205389657685,36.98039215686275,37.36,26.784099401197608,44.568186105165935,9.314814814814817,0.0,0.35,4.329153640899555,54.41201728059284,-5.05309778504616,216.9599999999996,0.0,35.73788491368725,0.0,44.729445999999975,22.070554,0.0
2-PHENYLBUTENE-1,0,1.031759259259259,0.5796493861764421,9.3,2.8526279288191434,6.300964908321225,7.071607142857144,1.471945587562872,0.0,6.063796296296296,0,0,2.270014150651151,3.1098000000000017,12,0,22,156.02672800000005,259.3135199999999,201.24586,120.58,41.65383698758399,24.603101007886,3486.955385190988,5355.448939746346,4859.357152410086,209.4624523029299,18.90909090909091,2.1322314049586804,1227.9677096684873,-2.350418687693928e-13,-2.882901103331724e-15,-3.0327640077869364e-15,5.5184314174785676e-15,29.81952375517632,1.35543289796256,0.9880062717684625,2.431915977497494,2.1859159774974963,2.239538805558814,3.974131066274557,39.74131066274557,3.974131066274557,3.974131066274557,3.974131066274557,39.74131066274557,30.11374958825953,3.974131066274557,21.327021121631464,20.35294117647059,20.559999999999995,14.791326946107784,24.491737875545056,2.1203703703703702,0.0,0.2727272727272727,3.465401407160341,26.763537424898296,-2.8430166200199523,123.70000000000005,0.0,19.52724104193718,0.0,24.70151599999998,12.038484,0.0
cis-2-PHENYLBUTENE-2,0,1.3101851851851851,0.5504221313316391,11.6,2.963076668009102,6.464101615137756,7.071607142857144,1.471945587562872,0.0,4.1782407407407405,0,0,2.270014150651151,3.1098000000000017,12,0,22,156.02672800000005,258.9143519999999,201.24586,120.58,42.98767570213099,24.603101007886,3486.955385190988,5387.244044057695,4859.357152410086,209.4624523029299,21.181818181818183,-1.4132231404958668,1227.9677096684873,-2.350418687693928e-13,-2.882901103331724e-15,-3.0327640077869364e-15,5.629453719941083e-15,29.81952375517632,1.35543289796256,0.993289045951868,2.4311384593784124,2.185138459378413,2.239538805558814,3.8124430108433103,38.12443010843309,3.8124430108433103,3.8124430108433103,3.8124430108433103,38.12443010843309,28.538766778928355,3.8124430108433103,21.327021121631464,20.35294117647059,20.559999999999995,14.791326946107784,24.491737875545056,4.1782407407407405,0.0,0.2727272727272727,3.465401407160341,28.13106513796449,-2.469216620019952,123.70000000000005,0.0,19.52724104193718,0.0,24.70151599999998,12.038484,0.0
trans-2-PHENYLBUTENE-2,0,1.3101851851851851,0.5504221313316391,11.6,2.963076668009102,6.464101615137756,7.071607142857144,1.471945587562872,0.0,4.1782407407407405,0,0,2.270014150651151,3.1098000000000017,12,0,22,156.02672800000005,258.9143519999999,201.24586,120.58,42.98767570213099,24.603101007886,3486.955385190988,5387.244044057695,4859.357152410086,209.4624523029299,21.181818181818183,-1.4132231404958668,1227.9677096684873,-2.350418687693928e-13,-2.882901103331724e-15,-3.0327640077869364e-15,5.629453719941083e-15,29.81952375517632,1.35543289796256,0.993289045951868,2.4311384593784124,2.185138459378413,2.239538805558814,3.8124430108433103,38.12443010843309,3.8124430108433103,3.8124430108433103,3.8124430108433103,38.12443010843309,28.538766778928355,3.8124430108433103,21.327021121631464,20.35294117647059,20.559999999999995,14.791326946107784,24.491737875545056,4.1782407407407405,0.0,0.2727272727272727,3.465401407160341,28.13106513796449,-2.469216620019952,123.70000000000005,0.0,19.52724104193718,0.0,24.70151599999998,12.038484,0.0
1-METHYL-2-n-PROPYLBENZENE,0,1.2149537037037037,0.583030488616112,9.8,2.811180917188401,6.723614639131599,7.328459869848157,1.598288065805947,0.0,4.386342592592593,0,0,2.494440865942063,2.9475200000000017,14,0,24,169.463656,300.82180800000003,249.472612,130.26,47.441852942130986,29.722185557282,3856.790689239486,6369.569538957791,6058.39540364578,194.59755998026336,22.16666666666668,4.375000000000005,1313.2432450621322,-1.4372636028259641e-13,7.015607230955979e-16,-3.191891195797325e-16,-1.6134223459345837e-15,31.890324015952466,1.328763500664686,0.9878518643249616,2.432971028725083,2.1869710287250803,2.251342738907078,4.158133348041531,41.58133348041531,4.158133348041531,4.158133348041531,4.158133348041531,41.58133348041531,30.88396901964836,4.158133348041531,23.21485797523671,22.07843137254902,22.32,15.58988143712575,26.90702752146923,4.386342592592593,0.0,0.25,3.605093744070003,25.495726695781848,-3.342302394121514,128.0,0.0,19.556686298917818,0.0,26.035101999999977,14.044897999999998,0.0
1-METHYL-3-n-PROPYLBENZENE,0,1.21,0.583030488616112,9.8,2.7463063750318586,6.723614639131599,7.328459869848157,1.870576849413776,0.0,4.348703703703704,0,0,2.494440865942063,2.9475200000000017,14,0,24,169.463656,300.82180800000003,249.496328,130.26,43.44033679848998,30.728609842131,3856.790689239486,6369.569538957791,6063.86231633423,194.59755998026336,21.16666666666668,2.3750000000000044,1313.2432450621322,-1.7214806971300042e-13,7.015607230955979e-16,-3.191891195797325e-16,-1.7244446483970997e-15,31.890324015952466,1.328763500664686,0.9878520772163536,2.433802335759898,2.1878023357599057,2.184791132125027,4.24971656363069,42.49716563630689,4.24971656363069,4.24971656363069,4.24971656363069,42.49716563630689,31.978699935999607,4.24971656363069,23.21485797523671,22.07843137254902,22.32,15.58988143712575,26.90702752146923,4.348703703703704,0.0,0.25,3.605093744070003,25.495726695781848,-3.342302394121514,128.0,0.0,19.55769021017588,0.0,26.035101999999977,14.044897999999998,0.0
1-METHYL-4-n-PROPYLBENZENE,0,1.208611111111111,0.583030488616112,9.8,2.6938034523628094,6.723614639131599,7.328459869848157,1.870576849413776,0.0,4.3289512471655325,0,0,2.494440865942063,2.9475200000000017,14,0,24,169.463656,300.82180800000003,189.030152,130.26,39.42674836758398,26.72709369849,3856.790689239486,6369.569538957792,4399.603448115989,194.59755998026336,21.16666666666668,1.3750000000000029,1313.2432450621322,-1.4372636028259641e-13,7.015607230955979e-16,-3.191891195797325e-16,-1.6134223459345837e-15,31.890324015952466,1.328763500664686,0.9878520552379288,2.433996608053861,2.187996608053861,2.132172251086123,4.353130177809573,43.53130177809574,4.353130177809573,4.353130177809573,4.353130177809573,43.53130177809574,33.24691025212579,4.353130177809573,23.21485797523671,22.07843137254902,22.32,15.58988143712575,26.90702752146923,4.3289512471655325,0.0,0.25,3.605093744070003,25.495726695781848,-3.342302394121514,128.0,0.0,19.55797704196389,0.0,26.035101999999977,14.044897999999998,0.0
"1,1,2-TRIPHENYLETHANE",0,0.4164814814814814,0.6132121046613573,10.65,1.9625952652145668,11.444711088220563,12.68158877934034,2.970513121145395,0.0,0.0,0,0,3.934493925755602,5.061200000000004,18,0,38,271.742672,481.2052960000001,687.9483999999998,212.12,139.431215046376,141.76944778728196,5864.404858236482,9400.693887921543,14534.887092601484,237.62751144061423,12.850415512465377,-33.62049861495845,2132.7860220557936,101.02670630790566,0.0549722991689711,0.0403878116343454,0.4516363826746263,51.79180441688523,1.3629422214969795,1.9850105918566363,2.430817843706972,2.184817843706974,1.6083797130755595,6.658590765773963,133.17181531547925,6.658590765773963,6.658590765773963,6.658590765773963,133.17181531547925,93.60267689781897,6.658590765773963,36.99053168244722,35.52941176470587,35.84000000000001,27.18699041916169,41.73760681331758,0.0,0.0,0.5263157894736842,4.249926629571286,63.31250188297544,-5.617142495876284,221.3799999999997,0.0,41.3565232375604,0.0,45.402273999999984,18.057726,0.0
TETRAPHENYLMETHANE,0,-0.3283333333333336,0.4003376077489216,11.2,2.128622825330018,14.047005383792522,15.410174419205758,2.661653891664627,0.0,0.0,0,0,4.180977665106677,6.0693000000000055,20,0,45,322.8821799999999,571.2448879999997,1291.89216,253.05,255.520270798792,264.800695196376,6868.211942734981,10943.087439935993,27061.387893895186,249.10216516337448,21.92592592592593,-4.148148148148141,2501.415704880252,133.4088375936104,0.0725925925925893,0.0533333333333335,0.5963995762068159,60.74347431609993,1.3498549848022203,2.734318612673694,2.416941627009747,2.170941627009749,1.70140002652549,6.470129835497248,161.7532458874312,6.470129835497248,6.470129835497248,6.470129835497248,161.7532458874312,99.77708502115836,6.470129835497248,43.87836853605246,42.254901960784295,42.600000000000016,32.98554491017965,49.15289645924176,0.0,0.0,0.5555555555555556,4.500777036491453,80.97686710809114,-6.947693407805499,268.0700000000003,0.0,52.05917243418185,0.0,55.08585999999999,20.06414,0.0
"1,1,2,2-TETRAPHENYLETHANE",0,0.2659259259259259,0.3830862969627038,11.0,1.9268956552570888,14.701705922171774,16.353929131958466,3.4538292247154603,0.0,0.0,0,0,4.9317847945635895,6.650600000000006,22,0,48,343.85962399999994,613.95068,1211.46032,268.98,238.115945556376,267.51673461698,7364.841602873479,11861.8227262134,24886.111371111787,243.65170464506323,15.338541666666677,-35.93749999999999,2682.76834348407,141.87717201117658,0.0772005208333363,0.0567187500000051,0.6342569711808776,65.14737620401718,1.357237004250358,2.7336816401729496,2.4267527813421523,2.180752781342152,1.589111292310875,7.289111723945796,189.5169048225907,7.289111723945796,7.289111723945796,7.289111723945796,189.5169048225907,125.67762114573704,7.289111723945796,46.766205389657685,44.98039215686275,45.36,34.78409940119761,52.568186105165935,0.0,0.0,0.5416666666666666,4.589977672535186,83.52149346716762,-6.987884062606244,282.1600000000005,0.0,54.13708799122302,0.0,58.08944599999999,22.070554,0.0
1-(4-ETHYLPHENYL)-2-PHENYLETHANE,0,1.1239734784715845,0.7142852488779083,10.3125,1.944981207922282,9.817472766266278,10.94135574109372,2.9631744108842275,0.0,2.193428104266398,0,0,3.763558441518205,4.034200000000003,18,0,34,241.58060800000004,433.54347600000006,368.804784,187.12,81.32506075547,67.30566991758398,5357.227433876482,8825.231464561191,8155.155850577584,215.75817140429467,23.889273356401382,-12.584775086505193,1906.9616197204743,63.09799477016288,0.0343339100346018,0.0252249134948095,0.2820773947154635,46.30796630215619,1.3619990088869467,0.9880049205628384,2.433738375454534,2.187738375454532,1.5916819932319586,6.753155070447667,108.05048112716268,6.753155070447667,6.753155070447667,6.753155070447667,108.05048112716268,85.9199314364717,6.753155070447667,32.990531682447205,31.529411764705884,31.84,23.18699041916168,37.73760681331758,2.193428104266398,0.0,0.4117647058823529,4.089960294881224,48.569392177066334,-5.159675265377981,188.7799999999996,0.0,32.469737085222654,0.0,38.72227399999998,18.057726,0.0
"1,2-DIMETHYL-3-PROPYLBENZENE",0,1.2157870370370372,0.603586368748341,10.090909090909092,2.96312559761554,7.646264369941973,8.31784735812133,1.826853057755493,0.0,6.607731481481482,0,0,2.6954414773169493,3.2559400000000016,16,0,27,190.44110000000003,343.17586400000016,332.5129039999999,146.19,63.14062356577199,40.07755313122498,4353.420349377984,7331.033754923438,8092.103514757122,190.96391963472257,30.666666666666664,9.102880658436211,1467.4972135297476,-2.191899269208947e-13,-2.1135474866985365e-15,-4.096166136047377e-16,2.274483224542295e-15,35.63617159877864,1.319858207362172,0.9877838313780428,2.426758797240653,2.1807587972406544,2.375523478964115,4.406703815150026,48.47374196665029,4.406703815150026,4.406703815150026,4.406703815150026,48.47374196665029,35.208707197191586,4.406703815150026,26.102694828841955,24.80392156862745,25.08,17.388435928143718,30.322317167393408,6.607731481481482,0.0,0.2222222222222222,3.779768437222602,26.84400650960733,-3.893743994135821,142.0899999999999,0.0,21.40638833107874,0.0,29.03868799999997,16.051312,0.0
"1,2,3-TRIMETHYL-4-ETHYLBENZENE",0,1.1457870370370369,0.5735169142988695,10.181818181818182,3.249228926486637,7.861807319565799,8.31784735812133,1.4477999954212517,0.0,8.78162037037037,0,0,2.3296658016398903,3.174260000000002,16,0,27,190.44110000000003,342.8004120000001,328.8966760000001,146.19,66.46312985426198,33.050746200017,4353.420349377984,7368.295771923234,8372.792540870814,190.96391963472257,38.7037037037037,11.880658436213992,1467.4972135297476,-1.623465080600867e-13,-2.1135474866985365e-15,-4.234944014125523e-16,2.274483224542295e-15,35.63617159877864,1.319858207362172,0.987796993996899,2.421397789907906,2.175397789907901,2.516424270605089,4.054518745661763,44.59970620227939,4.054518745661763,4.054518745661763,4.054518745661763,44.59970620227939,30.80660869457464,4.054518745661763,26.102694828841955,24.80392156862745,25.08,17.388435928143718,30.322317167393408,8.78162037037037,0.0,0.2222222222222222,3.779768437222602,29.020630965661702,-4.027633994135821,142.0899999999999,0.0,21.24145810801361,0.0,29.03868799999997,16.051312,0.0
"1,2,4-TRIMETHYL-3-ETHYLBENZENE",0,1.1521296296296295,0.5735169142988695,10.181818181818182,3.287688771697149,7.8618073195657985,8.31784735812133,1.4477999954212517,0.0,8.78685185185185,0,0,2.3296658016398903,3.174260000000002,16,0,27,190.44110000000003,342.8004120000001,389.339136,146.19,70.47671828516798,36.04583805880899,4353.420349377984,7368.295771923234,10031.58449640061,190.96391963472257,38.7037037037037,12.880658436213992,1467.4972135297476,-2.191899269208947e-13,-2.1135474866985365e-15,-4.234944014125523e-16,2.274483224542295e-15,35.63617159877864,1.319858207362172,0.98779750278298,2.421462981429817,2.175462981429814,2.5542504922940705,3.9976691996775737,43.97436119645331,3.9976691996775737,3.9976691996775737,3.9976691996775737,43.97436119645331,29.36459447963724,3.9976691996775737,26.102694828841955,24.80392156862745,25.08,17.388435928143718,30.322317167393408,8.78685185185185,0.0,0.2222222222222222,3.779768437222602,29.020630965661702,-4.027633994135821,142.0899999999999,0.0,21.239979575507444,0.0,29.03868799999997,16.051312,0.0
